2317972168, 169542619, 36, 550, 47
2317972168, 169542619, 36, 1230, 71
2317972168, 169542619, 36, 2000, 71
2317972168, 169542619, 36, 2032, 31
2317972168, 169542619, 36, 2039, 47
2317972168, 169542619, 36, 2370, 33
2317972168, 169542619, 36, 2414, 47
2317972168, 169542619, 36, 2474, 31
2317972168, 93257650, 31, 451, 7
2317972168, 93257650, 31, 463, 66
2317972168, 93257650, 31, 886, 36
2317972168, 93257650, 31, 1919, 32
2317972168, 93257650, 31, 1925, 104
2317972168, 93257650, 31, 2465, 32
2317972168, 8940371, 74, 216, 36
2317972168, 8940371, 74, 259, 36
2317972168, 8940371, 74, 474, 36
2317972168, 8940371, 74, 670, 7
2317972168, 8940371, 74, 730, 7
2317972168, 8940371, 74, 808, 66
2317972168, 8940371, 74, 901, 32
2317972168, 8940371, 74, 1231, 32
2317972168, 8940371, 74, 1233, 104
2317972168, 8940371, 74, 1809, 104
2317972168, 8940371, 74, 2047, 7
2317972168, 8940371, 74, 2184, 36
2317972168, 8940371, 74, 2234, 7
2317972168, 8940371, 74, 2263, 104
2317972168, 8940371, 74, 2271, 36
2317972168, 8940371, 74, 2375, 36
2317972168, 122130171, 71, 406, 36
2317972168, 122130171, 71, 1564, 66
2317972168, 122130171, 71, 1825, 7
2317972168, 122130171, 71, 2139, 7
2317972168, 122130171, 71, 2187, 104
2317972168, 135957468, 47, 546, 7
2317972168, 135957468, 47, 815, 7
2317972168, 135957468, 47, 887, 66
2317972168, 135957468, 47, 896, 104
2317972168, 135957468, 47, 1233, 36
2317972168, 135957468, 47, 1234, 7
2317972168, 135957468, 47, 1587, 7
2317972168, 135957468, 47, 1626, 36
2317972168, 135957468, 47, 2020, 32
2317972168, 135957468, 47, 2157, 32
2317972168, , 33, 608, 66
2317972168, , 33, 2007, 104
2317969572, 88419521, 21, 234, 14
2317969572, 88419521, 21, 1037, 104
2317969572, 88419521, 21, 1876, 26
2317969572, 88419521, 21, 1896, 74
2317969572, 88419521, 21, 2146, 14
2317969572, , 110, 780, 104
2317969572, , 110, 1037, 26
2317969572, , 110, 2152, 26
2317969572, , 110, 2423, 74
2317969572, , 110, 2454, 14
2317972738, 100512756, 87, 322, 62
2317972738, 100512756, 87, 766, 14
2317972738, 100512756, 87, 2064, 42
2317972738, , 21, 446, 62
2317972738, , 21, 719, 42
2317972738, , 21, 924, 36
2317972738, , 21, 957, 62
2317972738, , 21, 1504, 55
2317972738, , 21, 1792, 42
2317972738, , 21, 1863, 14
2317972738, , 21, 2033, 36
2317972738, , 21, 2038, 62
2317972738, , 21, 2047, 55
2317972738, , 21, 2210, 42
2317972738, , 21, 2231, 14
2317972738, , 21, 2237, 36
2317972738, , 21, 2290, 62
2317972738, 101862054, 43, 402, 36
2317972738, 101862054, 43, 639, 62
2317972738, 101862054, 43, 905, 14
2317972738, 101862054, 43, 1033, 42
2317972738, 101862054, 43, 1688, 14
2317972738, 101862054, 43, 1697, 55
2317972738, 101862054, 43, 1935, 36
2317972738, 133063314, 30, 153, 55
2317972738, 133063314, 30, 370, 42
2317972738, 133063314, 30, 543, 14
2317972738, 133063314, 30, 547, 55
2317972738, 133063314, 30, 771, 42
2317972738, 133063314, 30, 1375, 42
2317972738, 133063314, 30, 1616, 42
2317972738, 133063314, 30, 1700, 36
2317972738, 133063314, 30, 1765, 62
2317972738, 133063314, 30, 1801, 42
2317972738, 133063314, 30, 1978, 14
2317972738, 133063314, 30, 2092, 14
2317972738, 133063314, 30, 2195, 42
2317972738, 72966452, 6, 18, 55
2317972738, 72966452, 6, 941, 55
2317972738, 72966452, 6, 1437, 62
2317972738, 72966452, 6, 1447, 14
2317972738, 72966452, 6, 1496, 36
2317972738, 72966452, 6, 1577, 14
2317972738, 72966452, 6, 1922, 62
2317972738, 72966452, 6, 1981, 42
2317972738, 22116005, 42, 757, 21
2317972738, 22116005, 42, 1047, 30
2317972738, 22116005, 42, 1385, 30
2317972738, 22116005, 42, 1386, 43
2317972738, 22116005, 42, 1610, 6
2317972738, 22116005, 42, 1623, 87
2317972738, 22116005, 42, 2056, 21
2317972738, 22116005, 42, 2061, 87
2317972738, 22116005, 42, 2137, 43
2317972738, 22116005, 42, 2288, 87
2317972738, 38575767, 36, 329, 43
2317972738, 38575767, 36, 333, 87
